001000100000000100132268柿木沢2-29-44                                             000002844
001000100000000208202516隼町4-3-16                                               000002926
001000100000000303276762長畑8-14-49                                              000006447
001000100000000402813924勝どき5-14-24                                             000002720
001000100000000502814999秋葉原1-5-39                                              000005693
001000100000000607003075土呂部5-29-2                                              000007576
001000100000000703243090湯本塩原7-7-49                                             000000427
001000100000000804478487氏家新田6-27-27                                            000007119
001000100000000900386475六番町5-10-1                                              000003994
001000100000001003081333台場9-6-34                                               000005359
001000100000001104326020東大和町6-30-15                                            000004695
001000100000001207729864東神田9-2-40                                              000004325
001000100000001306825559柿木沢新田8-10-13                                           000001714
001000100000001404253073筑土八幡町9-10-32                                           000004151
001000100000001504980847戸塚町7-23-12                                             000009785
001000100000001609305869中宮祠1-13-37                                             000005184
001000100000001700882389氏家2-3-18                                               000003309
001000100000001809721505日本堤3-3-43                                              000002724
001000100000001905705059雷門6-3-2                                                000003277
001000100000002003479140卯の里9-21-14                                             000007616
001000100000002106137630丸の内1-8-48                                              000006066
001000100000002204620370細竹5-2-30                                               000004860
001000100000002308211812南郷屋1-3-36                                              000003061
001000100000002409158626今戸7-23-43                                              000003996
001000100000002506106838丸の内1-22-25                                             000005389
001000100000002601345160箭坪9-30-21                                              000003865
001000100000002707402915中小来川2-19-44                                            000007742
001000100000002804499656湯宮9-23-39                                              000000724
001000100000002904256783浅草1-22-18                                              000009718
001000100000003007598915戸山2-16-47                                              000006849
001000100000003102679710氏家新田6-25-16                                            000009003
001000100000003206831550橋場9-16-34                                              000006870
001000100000003304889150池之端1-16-9                                              000001401
001000100000003401873711秋葉原6-25-47                                             000003229
001000100000003506790664幸手5-5-33                                               000008888
001000100000003608554381北上野9-14-32                                             000002841
001000100000003702024965平須賀7-14-49                                             000004420
001000100000003803089440西川7-19-15                                              000002970
001000100000003907302137中小来川9-13-46                                            000008452
001000100000004009375075二つ室2-16-37                                             000005667
001000100000004107976730勝どき8-11-25                                             000003766
001000100000004204267453細野1-16-7                                               000004224
001000100000004309401106高田馬場8-12-37                                            000006599
001000100000004406662102六番町6-7-36                                              000000264
001000100000004502611649東浅草6-14-22                                             000005138
001000100000004607350911所野6-15-41                                              000006396
001000100000004700496731上広谷2-10-23                                             000002535
001000100000004809665874長間8-6-20                                               000005102
001000100000004905483754押上1-9-19                                               000003481
001000100000005003097107台東5-2-43                                               000009703
001000100000005102090111中小来川1-3-31                                             000001682
001000100000005201254742細野5-3-37                                               000002695
001000100000005303290413土沢1-2-26                                               000000194
001000100000005405084751脚折4-13-15                                              000004742
001000100000005507999664橋場1-27-24                                              000001811
001000100000005600809072東浅草5-2-45                                              000009534
001000100000005707953080皇居外苑2-29-26                                            000009766
001000100000005801086734東浅草3-23-46                                             000002900
001000100000005901161854柿木沢新田6-1-35                                            000003466
001000100000006002178220前弥六4-6-9                                               000008846
001000100000006100838704豊町8-23-14                                              000007818
001000100000006206305191卯の里2-25-23                                             000002360
001000100000006305364495四番町7-4-10                                              000005335
001000100000006400250629千束2-16-20                                              000005423
001000100000006505331683小入3-20-12                                              000000239
001000100000006600106942方京6-29-39                                              000003687
001000100000006704438759無栗屋9-16-16                                             000001144
001000100000006800310532無栗屋6-17-28                                             000000597
001000100000006904592479今戸3-30-43                                              000000905
001000100000007009844083渡辺2-13-16                                              000006043
001000100000007105714762今戸6-19-50                                              000005218
001000100000007205721185幸手4-13-50                                              000005111
001000100000007301100289松が谷1-4-7                                               000001134
001000100000007405044070西関宿4-3-49                                              000008568
001000100000007501884919台場2-19-38                                              000007330
001000100000007605085033明石町5-10-17                                             000002492
001000100000007709859652外国府間8-11-9                                             000004214
001000100000007806856337浅草橋3-16-39                                             000000810
001000100000007905188594渡辺2-28-39                                              000004675
001000100000008000304356鶴ヶ丘4-11-33                                             000002076
001000100000008103843676猿楽町6-12-31                                             000008020
001000100000008206696989芝公園4-29-2                                              000009383
001000100000008305838349箪笥町1-22-48                                             000006347
001000100000008404770021睦8-11-27                                               000006087
001000100000008502063431湯本塩原4-6-23                                             000002452
001000100000008601648294柿木沢新田6-18-15                                           000005514
001000100000008709034826明石町5-8-14                                              000000042
001000100000008805758733睦8-22-15                                               000000881
001000100000008908112534東三島4-22-17                                             000009401
001000100000009008862065湯本塩原9-8-21                                             000009383
001000100000009100688726渡辺1-8-27                                               000005380
001000100000009208670046東浅草9-6-24                                              000006205
001000100000009309510258港南3-6-25                                               000001328
001000100000009400023288九段南1-15-6                                              000006858
001000100000009502281719中川崎9-1-30                                              000000745
001000100000009600307967港南8-9-45                                               000004388
001000100000009705964432西小来川7-3-24                                             000004332
001000100000009809475330東上野5-20-15                                             000000949
001000100000009901660719中宮祠6-27-21                                             000009262
001000100000010000375505五味ヶ谷3-13-26                                            000005955
001000100000010101968877細竹1-14-39                                              000004039
001000100000010208022652細野3-8-5                                                000008473
001000100000010303170596平須賀8-1-18                                              000009259
001000100000010402377371東神田1-12-40                                             000009693
001000100000010503430337轟8-22-9                                                000000463
001000100000010606236098津久戸町2-21-50                                            000000152
001000100000010701665603秋葉原9-30-31                                             000009242
001000100000010802344044平須賀5-30-47                                             000008781
001000100000010901150714平河町1-23-5                                              000005281
001000100000011004969461脚折町1-1-18                                              000008992
001000100000011105086854蟇沼6-8-48                                               000005444
001000100000011207341166戸塚町3-15-31                                             000000432
001000100000011300697795五味ヶ谷7-6-38                                             000004984
001000100000011409119953中鉢石町2-23-23                                            000007544
001000100000011502996668細野6-28-39                                              000000125
001000100000011605319478月島3-23-44                                              000003129
001000100000011707397260睦7-19-50                                               000008387
001000100000011805955713蟇沼9-8-44                                               000001311
001000100000011904001480西神田9-22-38                                             000008159
001000100000012001479034中宮祠7-3-1                                               000006864
001000100000012106855383土沢3-13-21                                              000008906
001000100000012207341219虎ノ門3-20-4                                              000007602
001000100000012309779112土呂部4-18-41                                             000006820
001000100000012405806706東浅草6-17-25                                             000007905
001000100000012500961100睦8-29-30                                               000003405
001000100000012601631458戸山3-5-41                                               000003602
001000100000012707231426津久戸町3-28-40                                            000000629
001000100000012808240719京橋3-20-45                                              000001589
